time,lat,lng,x_g,y_g,z_g
125088,33.099744,-96.090911,-0.06,0.34,1.01
125609,33.099763,-96.090922,-0.00,0.35,1.00
126119,33.099777,-96.090940,0.02,0.35,0.99
126635,33.099785,-96.090963,0.05,0.33,1.00
127152,33.099785,-96.090989,0.18,-0.01,1.00
127674,33.099785,-96.091021,0.21,0.02,1.00
128191,33.099785,-96.091058,0.21,-0.02,1.01
128704,33.099785,-96.091101,0.20,-0.03,1.00
129217,33.099785,-96.091149,0.07,-0.03,1.00
129730,33.099785,-96.091199,-0.01,0.00,0.99
130248,33.099785,-96.091249,-0.01,0.00,1.00
130771,33.099785,-96.091299,0.01,-0.00,1.00
131285,33.099785,-96.091349,-0.02,0.02,0.99
131795,33.099785,-96.091398,0.01,-0.04,1.00
132305,33.099785,-96.091447,-0.01,0.01,1.00
132824,33.099785,-96.091497,0.02,0.02,1.00
133346,33.099785,-96.091548,-0.04,-0.02,1.02
133853,33.099785,-96.091597,-0.01,-0.01,1.00
134359,33.099785,-96.091645,-0.03,-0.01,1.00
134876,33.099785,-96.091695,-0.01,-0.01,0.98
135384,33.099785,-96.091744,0.00,-0.00,0.99
135906,33.099785,-96.091795,-0.00,0.02,1.00
136417,33.099785,-96.091844,-0.00,0.03,0.99
136925,33.099785,-96.091893,-0.00,-0.01,1.01
137448,33.099785,-96.091944,0.00,0.03,1.00
137956,33.099785,-96.091993,-0.06,0.00,1.01
138467,33.099785,-96.092041,-0.19,0.03,1.00
138975,33.099785,-96.092083,-0.29,-0.00,1.00
139482,33.099785,-96.092117,-0.24,0.00,1.00
139988,33.099784,-96.092143,-0.09,0.36,1.00
140494,33.099777,-96.092166,0.00,0.40,1.02
141002,33.099763,-96.092184,0.03,0.36,0.98
141509,33.099744,-96.092194,0.04,0.34,0.98
142025,33.099723,-96.092196,0.14,0.01,0.99
142544,33.099697,-96.092196,0.19,-0.01,1.00
143057,33.099667,-96.092196,0.19,-0.01,1.01
143568,33.099633,-96.092196,0.18,0.01,1.00
144083,33.099593,-96.092196,0.08,0.00,1.00
144606,33.099551,-96.092196,-0.00,0.00,1.01
145128,33.099509,-96.092196,0.01,0.00,1.01
145634,33.099468,-96.092196,0.00,0.01,1.00
146142,33.099427,-96.092196,-0.01,0.01,1.01
146652,33.099385,-96.092196,0.01,-0.03,1.00
147162,33.099344,-96.092196,0.01,0.01,0.99
147678,33.099302,-96.092196,-0.00,-0.01,1.01
148192,33.099261,-96.092196,-0.01,-0.02,1.00
148698,33.099220,-96.092196,-0.10,-0.00,1.00
149210,33.099181,-96.092196,-0.26,0.00,1.01
149726,33.099148,-96.092196,-0.32,-0.01,0.98
150233,33.099123,-96.092196,-0.18,0.01,0.99
150754,33.099102,-96.092192,-0.03,0.33,0.99
151260,33.099084,-96.092179,-0.01,0.34,1.00
151784,33.099072,-96.092159,0.00,0.34,1.00
